genres,genres,,,,,,,,,,,,,,,,,,
Biography|Drama,Biography,Drama,,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Drama|Mystery|Thriller,Drama,Mystery,Thriller,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Biography|Drama|History,Biography,Drama,History,,,,,,,,,,,,,,,,
Drama|Horror|Mystery|Thriller,Drama,Horror,Mystery,Thriller,,,,,,,,,,,,,,,
Biography|Drama|History|Romance,Biography,Drama,History,Romance,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Action|Adventure|History,Action,Adventure,History,,,,,,,,,,,,,,,,
Biography|Drama|History,Biography,Drama,History,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Biography|Crime|Drama|War,Biography,Crime,Drama,War,,,,,,,,,,,,,,,
Action,Action,,,,,,,,,,,,,,,,,,
Comedy|Drama|War,Comedy,Drama,War,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Horror,Comedy,Horror,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Action|Adventure|Comedy|Sci-Fi,Action,Adventure,Comedy,Sci-Fi,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Comedy|Sci-Fi,Comedy,Sci-Fi,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Biography|Drama,Biography,Drama,,,,,,,,,,,,,,,,,
Comedy|Crime,Comedy,Crime,,,,,,,,,,,,,,,,,
Crime|Drama|Music|Mystery|Thriller,Crime,Drama,Music,Mystery,Thriller,,,,,,,,,,,,,,
Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,,,,,,,,,,,,,,,
Biography|Drama|History|War,Biography,Drama,History,War,,,,,,,,,,,,,,,
Biography|Drama|Romance,Biography,Drama,Romance,,,,,,,,,,,,,,,,
Drama|Horror|Sci-Fi|Thriller,Drama,Horror,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Biography|Comedy|Drama|War,Biography,Comedy,Drama,War,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Documentary|Music,Documentary,Music,,,,,,,,,,,,,,,,,
Drama|Thriller,Drama,Thriller,,,,,,,,,,,,,,,,,
Action|Crime|Sci-Fi|Thriller,Action,Crime,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Crime|Drama,Crime,Drama,,,,,,,,,,,,,,,,,
Drama|Music|Romance,Drama,Music,Romance,,,,,,,,,,,,,,,,
Fantasy|Horror|Thriller,Fantasy,Horror,Thriller,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Mystery,Comedy,Mystery,,,,,,,,,,,,,,,,,
Action|Crime|Drama|Thriller|Western,Action,Crime,Drama,Thriller,Western,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Action|Comedy|Crime,Action,Comedy,Crime,,,,,,,,,,,,,,,,
Drama|Horror|Thriller,Drama,Horror,Thriller,,,,,,,,,,,,,,,,
Sci-Fi|Thriller,Sci-Fi,Thriller,,,,,,,,,,,,,,,,,
Adventure|Comedy|Family,Adventure,Comedy,Family,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Comedy|Crime|Family|Sci-Fi,Comedy,Crime,Family,Sci-Fi,,,,,,,,,,,,,,,
Action|Comedy|Crime|Thriller,Action,Comedy,Crime,Thriller,,,,,,,,,,,,,,,
Comedy|Drama|Family,Comedy,Drama,Family,,,,,,,,,,,,,,,,
Fantasy|Horror,Fantasy,Horror,,,,,,,,,,,,,,,,,
Crime|Thriller,Crime,Thriller,,,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Drama|Mystery|Sci-Fi|Thriller,Drama,Mystery,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Comedy|Drama|Fantasy,Comedy,Drama,Fantasy,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Adventure|Family|Sci-Fi,Adventure,Family,Sci-Fi,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Drama|History|War,Drama,History,War,,,,,,,,,,,,,,,,
Adventure|Drama|Sci-Fi,Adventure,Drama,Sci-Fi,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Comedy|Crime|Thriller,Comedy,Crime,Thriller,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Action|Crime|Mystery|Thriller,Action,Crime,Mystery,Thriller,,,,,,,,,,,,,,,
Drama|Thriller,Drama,Thriller,,,,,,,,,,,,,,,,,
Drama|Music,Drama,Music,,,,,,,,,,,,,,,,,
Adventure|Comedy|Romance|Sci-Fi,Adventure,Comedy,Romance,Sci-Fi,,,,,,,,,,,,,,,
Comedy|Crime|Thriller,Comedy,Crime,Thriller,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Drama|Sport,Drama,Sport,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Drama|Mystery|Romance|Thriller,Drama,Mystery,Romance,Thriller,,,,,,,,,,,,,,,
Comedy|Crime|Drama,Comedy,Crime,Drama,,,,,,,,,,,,,,,,
Drama|Thriller,Drama,Thriller,,,,,,,,,,,,,,,,,
Biography|Comedy|Crime|Drama,Biography,Comedy,Crime,Drama,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Action,Action,,,,,,,,,,,,,,,,,,
Biography|Crime|Drama,Biography,Crime,Drama,,,,,,,,,,,,,,,,
Drama|Romance|Western,Drama,Romance,Western,,,,,,,,,,,,,,,,
Horror|Thriller,Horror,Thriller,,,,,,,,,,,,,,,,,
Action|Comedy|Sci-Fi|Thriller,Action,Comedy,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Drama|Romance|War,Drama,Romance,War,,,,,,,,,,,,,,,,
Crime|Thriller,Crime,Thriller,,,,,,,,,,,,,,,,,
Action|Drama|History|War,Action,Drama,History,War,,,,,,,,,,,,,,,
Action|Adventure|Comedy|Family,Action,Adventure,Comedy,Family,,,,,,,,,,,,,,,
Biography|Comedy|Crime|Drama|Romance,Biography,Comedy,Crime,Drama,Romance,,,,,,,,,,,,,,
Adventure|Drama|History,Adventure,Drama,History,,,,,,,,,,,,,,,,
Biography|Drama,Biography,Drama,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Action|Crime|Drama|Romance|Thriller,Action,Crime,Drama,Romance,Thriller,,,,,,,,,,,,,,
Drama|Romance|Sci-Fi,Drama,Romance,Sci-Fi,,,,,,,,,,,,,,,,
Crime|Drama|Mystery,Crime,Drama,Mystery,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Fantasy|Horror|Thriller,Fantasy,Horror,Thriller,,,,,,,,,,,,,,,,
Horror|Mystery,Horror,Mystery,,,,,,,,,,,,,,,,,
Adventure|Drama|Romance,Adventure,Drama,Romance,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Drama|War,Drama,War,,,,,,,,,,,,,,,,,
Crime|Drama|Musical,Crime,Drama,Musical,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Crime|Drama,Crime,Drama,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,,,,,,,,,
Biography|Comedy|Crime|Drama,Biography,Comedy,Crime,Drama,,,,,,,,,,,,,,,
Adventure|Animation|Family,Adventure,Animation,Family,,,,,,,,,,,,,,,,
Action|Drama|War,Action,Drama,War,,,,,,,,,,,,,,,,
Comedy|Drama|Family|Sport,Comedy,Drama,Family,Sport,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Adventure|Drama|Thriller,Adventure,Drama,Thriller,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Animation|Comedy|Crime|Drama|Family,Animation,Comedy,Crime,Drama,Family,,,,,,,,,,,,,,
Action|Adventure|Comedy|Fantasy|Mystery,Action,Adventure,Comedy,Fantasy,Mystery,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Sci-Fi|Thriller,Sci-Fi,Thriller,,,,,,,,,,,,,,,,,
Crime|Drama|Romance|Thriller,Crime,Drama,Romance,Thriller,,,,,,,,,,,,,,,
Action|Adventure|Drama|Thriller|War,Action,Adventure,Drama,Thriller,War,,,,,,,,,,,,,,
Crime|Drama|Music|Romance,Crime,Drama,Music,Romance,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Crime,Adventure,Animation,Comedy,Crime,,,,,,,,,,,,,,,
Crime|Thriller,Crime,Thriller,,,,,,,,,,,,,,,,,
Adventure|Comedy,Adventure,Comedy,,,,,,,,,,,,,,,,,
Drama|Sci-Fi|Thriller,Drama,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Drama|Musical|Romance,Drama,Musical,Romance,,,,,,,,,,,,,,,,
Adventure|Comedy|Fantasy|Sci-Fi,Adventure,Comedy,Fantasy,Sci-Fi,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Comedy|Crime,Comedy,Crime,,,,,,,,,,,,,,,,,
Biography|Drama|War,Biography,Drama,War,,,,,,,,,,,,,,,,
Drama|Thriller,Drama,Thriller,,,,,,,,,,,,,,,,,
Horror|Sci-Fi|Thriller,Horror,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Horror|Mystery,Horror,Mystery,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Comedy|Fantasy,Comedy,Fantasy,,,,,,,,,,,,,,,,,
Comedy|Drama|Family|Fantasy|Musical,Comedy,Drama,Family,Fantasy,Musical,,,,,,,,,,,,,,
Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,,,,,,,,,,,
Biography|Drama|Romance,Biography,Drama,Romance,,,,,,,,,,,,,,,,
Documentary|Music,Documentary,Music,,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Crime|Drama,Crime,Drama,,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Horror|Sci-Fi,Horror,Sci-Fi,,,,,,,,,,,,,,,,,
Horror|Mystery|Thriller,Horror,Mystery,Thriller,,,,,,,,,,,,,,,,
Action|Adventure|Biography|Drama|History,Action,Adventure,Biography,Drama,History,,,,,,,,,,,,,,
Biography|Drama,Biography,Drama,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Drama|Thriller,Drama,Thriller,,,,,,,,,,,,,,,,,
Comedy|Family|Fantasy|Romance,Comedy,Family,Fantasy,Romance,,,,,,,,,,,,,,,
Drama|Mystery|Romance,Drama,Mystery,Romance,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Adventure|Comedy|Drama,Adventure,Comedy,Drama,,,,,,,,,,,,,,,,
Action|Fantasy|Horror|Thriller,Action,Fantasy,Horror,Thriller,,,,,,,,,,,,,,,
Comedy|Crime|Family,Comedy,Crime,Family,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Comedy|Romance|Sport,Comedy,Romance,Sport,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Crime|Drama|Romance|Thriller,Crime,Drama,Romance,Thriller,,,,,,,,,,,,,,,
Biography|Drama|Romance,Biography,Drama,Romance,,,,,,,,,,,,,,,,
Adventure|Drama|Thriller|War,Adventure,Drama,Thriller,War,,,,,,,,,,,,,,,
Drama|History|War|Western,Drama,History,War,Western,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Drama|Fantasy|Romance,Drama,Fantasy,Romance,,,,,,,,,,,,,,,,
Action|Adventure|Drama|Romance,Action,Adventure,Drama,Romance,,,,,,,,,,,,,,,
Drama|Thriller,Drama,Thriller,,,,,,,,,,,,,,,,,
Sci-Fi|Thriller,Sci-Fi,Thriller,,,,,,,,,,,,,,,,,
Biography|Drama|Music,Biography,Drama,Music,,,,,,,,,,,,,,,,
Comedy|Crime,Comedy,Crime,,,,,,,,,,,,,,,,,
Action|Crime|Sci-Fi|Thriller,Action,Crime,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Comedy|Musical|Romance,Comedy,Musical,Romance,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Mystery|Thriller,Mystery,Thriller,,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Drama|Horror|Sci-Fi,Comedy,Drama,Horror,Sci-Fi,,,,,,,,,,,,,,,
Adventure|Crime|Thriller,Adventure,Crime,Thriller,,,,,,,,,,,,,,,,
Fantasy|Horror|Thriller,Fantasy,Horror,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Drama|Thriller,Drama,Thriller,,,,,,,,,,,,,,,,,
Drama|Romance|Sci-Fi,Drama,Romance,Sci-Fi,,,,,,,,,,,,,,,,
Crime|Drama|Romance,Crime,Drama,Romance,,,,,,,,,,,,,,,,
Adventure|Drama|Family,Adventure,Drama,Family,,,,,,,,,,,,,,,,
Drama|Mystery|Romance,Drama,Mystery,Romance,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Comedy|Crime,Comedy,Crime,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Drama|Mystery|Thriller,Drama,Mystery,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Drama|Romance|War,Drama,Romance,War,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Mystery|Romance|Sci-Fi|Thriller,Mystery,Romance,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Drama|History|War,Drama,History,War,,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi,,,,,,,,,,,,,
Action|Adventure|Animation|Comedy|Family,Action,Adventure,Animation,Comedy,Family,,,,,,,,,,,,,,
Action|Adventure|Drama|Sci-Fi,Action,Adventure,Drama,Sci-Fi,,,,,,,,,,,,,,,
Action|Drama|War,Action,Drama,War,,,,,,,,,,,,,,,,
Fantasy|Mystery|Thriller,Fantasy,Mystery,Thriller,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Biography|Drama,Biography,Drama,,,,,,,,,,,,,,,,,
Comedy|Crime,Comedy,Crime,,,,,,,,,,,,,,,,,
Family|Musical,Family,Musical,,,,,,,,,,,,,,,,,
Fantasy|Horror,Fantasy,Horror,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Drama|Thriller,Drama,Thriller,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Fantasy|Horror,Comedy,Fantasy,Horror,,,,,,,,,,,,,,,,
Action|Adventure|Fantasy|Sci-Fi,Action,Adventure,Fantasy,Sci-Fi,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Drama|Romance|War,Drama,Romance,War,,,,,,,,,,,,,,,,
Adventure|Crime|Drama|Mystery|Thriller,Adventure,Crime,Drama,Mystery,Thriller,,,,,,,,,,,,,,
Comedy|Drama|Family|Music|Musical|Romance,Comedy,Drama,Family,Music,Musical,Romance,,,,,,,,,,,,,
Biography|Drama|Sport,Biography,Drama,Sport,,,,,,,,,,,,,,,,
Action|Comedy|Documentary,Action,Comedy,Documentary,,,,,,,,,,,,,,,,
Comedy|Crime,Comedy,Crime,,,,,,,,,,,,,,,,,
Drama|Fantasy|Music|Romance,Drama,Fantasy,Music,Romance,,,,,,,,,,,,,,,
Action|Comedy|Crime,Action,Comedy,Crime,,,,,,,,,,,,,,,,
Comedy|Sport,Comedy,Sport,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Crime|Thriller,Crime,Thriller,,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Crime|Drama,Crime,Drama,,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Horror|Mystery,Horror,Mystery,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Crime,Comedy,Crime,,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Horror|Sci-Fi,Horror,Sci-Fi,,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Adventure|Drama|History|War,Adventure,Drama,History,War,,,,,,,,,,,,,,,
Comedy|Sport,Comedy,Sport,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Biography|Drama|History,Biography,Drama,History,,,,,,,,,,,,,,,,
Biography|Drama,Biography,Drama,,,,,,,,,,,,,,,,,
Comedy|Fantasy|Horror,Comedy,Fantasy,Horror,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Biography|Drama|History,Biography,Drama,History,,,,,,,,,,,,,,,,
Crime|Drama,Crime,Drama,,,,,,,,,,,,,,,,,
Comedy|Music|Romance,Comedy,Music,Romance,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Drama|Music,Drama,Music,,,,,,,,,,,,,,,,,
Drama|Romance|Thriller,Drama,Romance,Thriller,,,,,,,,,,,,,,,,
Adventure|Drama|Romance,Adventure,Drama,Romance,,,,,,,,,,,,,,,,
Drama|History,Drama,History,,,,,,,,,,,,,,,,,
Comedy|Musical|Romance,Comedy,Musical,Romance,,,,,,,,,,,,,,,,
Biography|Drama|Music,Biography,Drama,Music,,,,,,,,,,,,,,,,
Fantasy|Horror,Fantasy,Horror,,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Horror|Mystery,Horror,Mystery,,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Crime|Drama|Mystery|Thriller,Crime,Drama,Mystery,Thriller,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Horror|Sci-Fi|Thriller,Horror,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Adventure|Mystery|Sci-Fi,Adventure,Mystery,Sci-Fi,,,,,,,,,,,,,,,,
Family|Sci-Fi,Family,Sci-Fi,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Adventure|Drama,Adventure,Drama,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Drama|History|Romance|Western,Drama,History,Romance,Western,,,,,,,,,,,,,,,
Drama|History|War,Drama,History,War,,,,,,,,,,,,,,,,
Comedy|Drama|Music,Comedy,Drama,Music,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Drama|Thriller,Drama,Thriller,,,,,,,,,,,,,,,,,
Horror|Mystery,Horror,Mystery,,,,,,,,,,,,,,,,,
Action|Comedy|War,Action,Comedy,War,,,,,,,,,,,,,,,,
Comedy|Sport,Comedy,Sport,,,,,,,,,,,,,,,,,
Action|Horror|Sci-Fi|Thriller,Action,Horror,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Horror|Mystery,Horror,Mystery,,,,,,,,,,,,,,,,,
Drama|Horror|Mystery|Thriller,Drama,Horror,Mystery,Thriller,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Drama|Sport,Drama,Sport,,,,,,,,,,,,,,,,,
Action|Drama|History|War,Action,Drama,History,War,,,,,,,,,,,,,,,
Comedy|Drama|Family|Sport,Comedy,Drama,Family,Sport,,,,,,,,,,,,,,,
Horror|Mystery|Thriller,Horror,Mystery,Thriller,,,,,,,,,,,,,,,,
Comedy|Sport,Comedy,Sport,,,,,,,,,,,,,,,,,
Horror|Mystery,Horror,Mystery,,,,,,,,,,,,,,,,,
Adventure|Comedy|Music|Sci-Fi,Adventure,Comedy,Music,Sci-Fi,,,,,,,,,,,,,,,
Drama|Family|Musical,Drama,Family,Musical,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Animation|Comedy|Family|Mystery|Sci-Fi,Animation,Comedy,Family,Mystery,Sci-Fi,,,,,,,,,,,,,,
Action|Adventure|Sci-Fi|Thriller,Action,Adventure,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,,,,,,,,,,,
Horror|Mystery|Thriller,Horror,Mystery,Thriller,,,,,,,,,,,,,,,,
Horror|Mystery|Thriller,Horror,Mystery,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Fantasy|Horror|Thriller,Fantasy,Horror,Thriller,,,,,,,,,,,,,,,,
Action|Comedy|Drama|Music,Action,Comedy,Drama,Music,,,,,,,,,,,,,,,
Comedy|Crime,Comedy,Crime,,,,,,,,,,,,,,,,,
Horror|Sci-Fi,Horror,Sci-Fi,,,,,,,,,,,,,,,,,
Comedy|Drama|Music|Romance,Comedy,Drama,Music,Romance,,,,,,,,,,,,,,,
Adventure|Comedy|Drama|Fantasy,Adventure,Comedy,Drama,Fantasy,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Fantasy|Horror|Sci-Fi,Fantasy,Horror,Sci-Fi,,,,,,,,,,,,,,,,
Action|Thriller,Action,Thriller,,,,,,,,,,,,,,,,,
Action|Comedy|Crime,Action,Comedy,Crime,,,,,,,,,,,,,,,,
Drama|Thriller,Drama,Thriller,,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Crime|Drama,Crime,Drama,,,,,,,,,,,,,,,,,
Adventure|Family|Fantasy,Adventure,Family,Fantasy,,,,,,,,,,,,,,,,
Horror|Sci-Fi|Thriller,Horror,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Horror|Mystery|Thriller,Horror,Mystery,Thriller,,,,,,,,,,,,,,,,
Drama|Music,Drama,Music,,,,,,,,,,,,,,,,,
Horror|Mystery|Thriller,Horror,Mystery,Thriller,,,,,,,,,,,,,,,,
Mystery|Sci-Fi|Thriller,Mystery,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama|Music,Comedy,Drama,Music,,,,,,,,,,,,,,,,
Drama|Thriller,Drama,Thriller,,,,,,,,,,,,,,,,,
Action|Thriller,Action,Thriller,,,,,,,,,,,,,,,,,
Comedy|Drama|Music|Romance,Comedy,Drama,Music,Romance,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Action|Sci-Fi|Thriller,Action,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Drama|Family,Drama,Family,,,,,,,,,,,,,,,,,
Comedy|Family|Romance,Comedy,Family,Romance,,,,,,,,,,,,,,,,
Drama|Music|Romance,Drama,Music,Romance,,,,,,,,,,,,,,,,
Action|Comedy,Action,Comedy,,,,,,,,,,,,,,,,,
Comedy|Horror|Sci-Fi,Comedy,Horror,Sci-Fi,,,,,,,,,,,,,,,,
Horror|Thriller,Horror,Thriller,,,,,,,,,,,,,,,,,
Western,Western,,,,,,,,,,,,,,,,,,
Action|Crime|Drama|Mystery|Thriller,Action,Crime,Drama,Mystery,Thriller,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Crime,Comedy,Crime,,,,,,,,,,,,,,,,,
Documentary|Music,Documentary,Music,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family,Adventure,Animation,Comedy,Family,,,,,,,,,,,,,,,
Biography|Drama,Biography,Drama,,,,,,,,,,,,,,,,,
Comedy|Crime|Drama|Thriller,Comedy,Crime,Drama,Thriller,,,,,,,,,,,,,,,
